year,africa,north_africa,algeria,libya,morocco,tunisia,sub_saharan,angola,benin,botswana,burkina_faso,burundi,cameroon,cape_verde,central_african_rep,chad,republic_of_congo,dem_republic_of_congo,cote_divoire,djibouti,equatorial_guinea,eritrea,ethiopia,gabon,gambia,ghana,guinea,guinea_bissau,kenya,lesotho,liberia,madagascar,malawi,mali,mauritania,mauritius,mozambique,namibia,niger,nigeria,rwanda,senegal,seychelles,sierra_leone,somalia,south_africa,south_sudan,sudan,eswatini,tanzania,togo,uganda,zambia,zimbabwe,americas,central_america_and_the_caribbean,belize,costa_rica,cuba,dominican_republic,el_salvador,guatemala,haiti,honduras,jamaica,mexico,nicaragua,panama,trinidad_and_tobago,north_america,canada,usa,south_america,argentina,bolivia,brazil,chile,colombia,ecuador,guyana,paraguay,peru,uruguay,venezuela,asia_and_oceania,central_asia,kazakhstan,kyrgyzstan,tajikistan,turkmenistan,uzbekistan,east_asia,china,japan,north_korea,south_korea,mongolia,taiwan,south_asia,afghanistan,bangladesh,india,nepal,pakistan,sri_lanka,south_east_asia,brunei,cambodia,indonesia,laos,malaysia,myanmar,philippines,singapore,thailand,timor_leste,viet_nam,oceania,australia,fiji,new_zealand,papua_new_guinea,europe,central_europe,albania,bosnia_herzegovina,bulgaria,croatia,czechia,czechoslovakia,estonia,german_dr,hungary,kosovo,latvia,lithuania,montenegro,north_macedonia,poland,romania,serbia,slovakia,slovenia,yugoslavia ,eastern_europe,armenia,azerbaijan,belarus,georgia,moldova,russia,ukraine,ussr,western_europe,austria,belgium,cyprus,denmark,finland,france,germany,greece,iceland,ireland,italy,luxembourg,malta,netherlands,norway,portugal,spain,sweden,switzerland,uk,middle_east,bahrain,egypt,iran,iraq,israel,jordan,kuwait,lebanon,oman,qatar,saudi_arabia,syria,turkey,uae,yemen,north_yemen
1993,,,1223.177364,,2011.579795,268.9052922,,2618.049263,,266.3165423,68.61849076,71.13002592,218.2680441,4.482167872,43.57504504,58.94065113,181.4575507,208.6477291,188.6660347,61.85799193,,680.404324,273.4768556,,1.833807633,42.01899286,65.21047,,564.8061818,13.75033684,,67.36558345,16.53686535,50.51226149,35.7045372,19.6235083,87.87302627,99.85015339,,764.9345605,120.7169351,124.3360264,15.35118921,28.23944081,,3344.003851,,690.1079068,35.76121362,113.3600339,72.86399179,95.21012411,133.3608475,125.2325576,,,9.415653278,0,,171.7147422,265.2784717,498.5830152,5.305855597,108.7861437,110.9391622,2569.371949,45.7018236,163.5727265,68.96216665,,15939.23937,550542.255,,3607.272167,253.8898106,11834.45612,2201.934634,3189.501683,1263.627367,9.107491869,296.403645,1781.038361,902.459191,22.47962365,,,417.9727143,23.76131991,121.7912438,,,,26118.86439,43492.79001,,19100.93377,36.68909292,14158.53645,,,1037.900544,19859.32579,86.21830713,5237.681817,783.5318057,,332.1962006,89.99387521,2547.395212,247.853645,2302.226053,591.2738707,1932.861606,4352.24898,4915.525667,,706.9222232,,13746.27006,52.53667053,1827.653305,123.4883922,,,141.3107447,,1019.728584,2596.389875,2648.882383,,70.89348823,,1564.174171,,91.83008145,167.1885339,,,4826.975862,1943.157034,,1021.883316,430.0705469,,,51.06649826,294.0994852,350.7434515,,34.49106287,40694.77987,264.2991855,,,3352.45143,6065.355899,440.302648,4310.198167,2599.757415,51662.80702,51308.49699,5758.690318,0,973.8816325,29440.02499,173.7757445,44.91124893,11265.58912,4632.382467,3635.004536,16411.0255,6053.958186,6284.351711,50477.87887,,405.7892549,2752.149407,3720.637514,,13635.12771,859.0384409,6142.32512,1265.686496,2141.838614,,26929.69327,,9751.263052,,2547.960536,
1994,,,1488.069616,,2065.081141,278.3339315,,,,245.0186307,53.73251904,74.47949865,178.0406775,5.533914801,38.29675886,46.0840319,,,165.9536173,59.43604899,7.61903497,489.261934,252.1118928,,1.717852841,45.72754556,66.7415657,3.903410149,470.3253328,16.12245109,,56.65486884,16.16015329,54.02631676,34.29840674,20.46666666,103.0160104,78.61262416,31.59805595,536.7337624,41.28128194,101.6310485,13.51503873,26.68949267,,3565.387145,,510.5916129,37.15005558,105.6805206,51.99014576,117.8932204,156.8158945,127.8091316,,,11.82874239,0,,173.1854992,225.8609006,486.2269399,4.332143483,,83.68152071,3230.040681,46.41079036,171.3646728,74.99972215,,15707.70171,521922.9319,,3859.8285,312.2736361,14089.61998,2332.507149,3331.916929,1196.649561,10.93275343,273.8386393,1845.760516,858.0490662,16.48891404,,,267.7446996,25.1094542,38.63211448,98.15846622,25.54953437,,25157.24984,43477.95795,,19653.49634,31.91158899,13987.42594,,,1163.974762,19947.95103,85.69551022,5087.199323,910.1091958,,343.0819155,198.1111112,2815.46192,250.8465582,2494.807013,628.3472533,2024.333375,4498.276617,5317.770297,,964.0341906,,13900.01059,51.99504933,1851.212917,150.6605331,,,135.0756819,,873.5304217,2917.842699,2736.213945,,90.19179319,,1548.746219,,107.3000063,90.18090785,,,4818.925244,2317.204215,,1054.752634,417.7335163,,,,148.5884048,352.2375275,,30.48273549,38470.50522,1067.264008,,,3367.187502,6032.178026,462.9659249,4202.345201,2556.914768,51928.59644,47850.5347,5857.896021,0,995.99195,28712.19149,191.6701155,48.23130682,10864.02844,4870.851798,3536.2017,16580.39094,6040.267148,6227.360048,49089.09852,,410.1676904,2886.326787,4591.864784,,12945.55795,872.7259196,6516.626029,1587.747064,2276.001171,,23243.95421,,9533.680845,,2613.923613,
1995,,,1441.767466,,1901.935694,282.724513,,1227.073489,,222.8172336,54.76507127,62.02501759,176.3455137,8.669808927,35.16817175,34.30064467,,,,54.63212531,8.28054063,767.3559514,212.664097,,1.992728818,46.66556498,,4.128559139,539.9920723,20.03842154,,52.06314708,9.985987172,57.95299503,36.67077342,21.19775281,45.78426052,86.57326774,27.10599422,618.2658497,69.61923074,103.6217695,12.44343513,25.75202525,,3171.786797,,373.1552179,37.67923646,137.0147264,48.76907453,133.5017613,131.8876003,117.6313447,,,11.71993639,0,,133.0090907,210.2185854,468.9183433,5.284152057,,76.46505334,2698.414264,46.50519853,162.2858566,,,14804.83443,487525.3276,,3783.540693,307.9029716,15841.38871,2537.472639,3890.072857,1855.636424,10.37936786,319.5866619,2168.937162,883.0369869,15.83676267,,,276.31996,38.61255721,11.12598842,87.52114682,21.37863863,,26110.684,44197.98522,,21484.73528,45.00850974,12961.62348,,,1197.387903,20545.86615,84.73833225,5175.146824,1531.847889,,327.8111252,220.7006291,2963.139378,210.063265,2652.535323,668.033159,2252.798778,5388.140431,5306.435726,,,,13464.20722,50.38697547,1886.816914,110.1380249,,,125.8701338,,859.9851989,3103.351536,2623.998668,,89.36737698,,1166.471178,,103.9789376,93.88768126,,,4849.054825,2259.386678,,1867.962962,476.4298469,,,126.198429,122.8717746,138.9860222,,38.45240771,25312.08524,1147.797261,,,3337.614985,5908.99129,415.2151011,4157.626833,2300.597051,49357.9369,47063.11488,5983.18447,0,1004.06806,26222.88836,187.0962241,48.21798358,10555.60198,4398.78934,3797.741537,16712.00101,6054.24785,6300.860159,46042.50744,,425.495726,2840.736042,4504.442785,,12028.05558,628.2772269,7147.092262,1626.588561,2292.574334,,20489.33818,,9794.130747,,1962.773117,
1996,,,1641.601151,,1896.85553,325.185518,,919.2088523,,205.6714482,53.30071545,71.87003551,179.0495879,6.037776402,32.5638364,39.12824471,,87.27532784,159.4061994,43.72100083,,874.2090318,247.4937815,,2.754472042,39.32155012,,3.429278344,631.0593077,17.91670581,,75.32031397,13.25928846,54.52894549,43.87509003,19.81363405,41.55341794,91.94807888,24.90491751,524.401095,98.97503889,101.8928767,11.94365581,18.94457755,,2756.831982,,264.4714443,38.63611951,135.0322795,,143.3473634,88.21719564,123.1018625,,,10.89345343,0,,161.9780914,190.0934477,392.4773131,0,,75.64736912,2864.401325,41.8093049,167.9053393,,,13595.39198,461006.641,,3357.246374,302.2775669,14731.63932,2558.081722,6029.98261,1636.842639,9.357324746,297.7273545,2091.713807,949.3049389,11.43710871,,,298.290877,36.66713604,11.96995149,84.23996624,28.55787506,,27724.83384,45002.01455,,21786.82632,38.03239784,13371.87052,,,1250.522044,20918.3762,84.29601023,5173.787979,1431.343438,,367.4226581,203.4458607,3315.471395,160.9123404,2550.557121,713.341765,2361.81351,5902.42146,5219.331455,,,,13299.30447,46.19029283,1902.199859,141.9685343,,,113.033161,,705.5759182,2908.542727,2603.267188,,86.9447429,,1097.007866,,80.83935255,104.5426453,,151.2970459,5102.834282,2195.723136,1103.834712,1856.394929,488.3600643,,,108.8418576,108.188729,106.6847896,107.7343994,36.68637325,23900.47518,1024.167228,,,3306.361652,5796.591529,623.1333898,4170.812871,2547.121018,48183.88624,46142.92857,6341.616695,0,1057.753018,28894.46352,193.1600617,51.56941139,10606.26524,4459.072684,3663.604951,16184.35065,6129.406499,5962.258088,45602.3382,,453.674296,2876.55947,4967.159299,,12254.55521,831.5132227,6078.22139,1427.266697,2165.755417,,20456.24336,,10961.34467,,1786.823827,
1997,,,1974.453296,1352.922703,1986.615976,321.1881492,,1473.243926,,237.2436596,61.6888937,77.55628531,197.9192108,6.035922327,,28.30795995,,71.85088984,159.2907004,46.16853902,,552.0459538,455.1217818,,2.965332766,39.42612536,65.33952259,3.169181135,599.8775486,29.10725875,,96.03123314,17.10139206,63.35461846,50.95328269,16.43958191,46.12222628,113.098448,27.45743314,564.0841745,91.0951681,101.401014,12.97848777,8.998259574,,2534.299851,,208.8165151,37.45192101,144.1050971,,141.4788353,88.43153486,132.7198404,,,12.7173803,0,,218.1075027,184.1917527,336.6490132,0,,86.36505908,2870.096916,41.16991694,193.2200409,,,12528.35514,458621.811,,3301.083409,366.5058416,14630.55351,2730.173371,3876.746171,1870.504637,,245.1099081,1766.124355,937.6537305,18.75718786,,,278.8577045,44.36718592,17.15505793,127.5172683,33.18688427,,29741.24263,45383.30363,,22322.95459,34.70693308,13315.68978,,,1330.968141,23155.96471,89.3061199,4953.836516,1270.113669,,427.5581475,192.6820737,4357.551125,147.593706,2397.122608,593.1832119,2109.243263,6623.955627,5069.949184,,,,13537.83996,43.32819641,1863.708459,150.3984747,,,78.92040054,,658.7996185,2934.279981,2461.591548,,116.0381183,,1349.28525,,78.28205327,171.7895364,,119.0505888,5591.827714,2461.93018,1225.158312,1493.378747,468.5288734,,,138.3975221,124.3443491,174.6075129,67.18698174,37.37188384,26129.68519,1290.741102,,,3313.789823,5723.697608,790.1389859,4224.293239,2739.484789,48357.96905,44439.68354,6757.844542,0,1120.522175,30297.42651,208.6270298,50.08810367,10502.15563,4385.018614,3737.027618,16026.24192,5815.001954,5746.894712,43982.88984,,442.9048375,2944.413618,5540.579699,,12266.49999,858.7980907,4631.194461,1196.309691,2241.42511,,27780.48795,,11423.99723,7035.922134,2291.824112,
1998,,,2088.235795,1526.10127,2010.305945,327.5732533,,454.4084071,,290.4199555,60.79143722,83.16912767,224.1761588,6.705134427,,26.5917861,,21.62709573,,45.43122553,,1539.64087,973.2159884,,2.967078299,49.04239709,71.24860141,4.731541164,565.0195844,34.49160242,,92.78414532,13.65085823,62.7104153,36.04022674,15.13031543,54.81737827,120.0445068,33.80384632,720.066627,100.1250259,107.4604541,12.25104621,,,2245.551953,,604.4202107,41.67345378,157.051755,,179.4241573,,181.1956923,,,,0,,235.0528575,177.406137,352.2959746,0,,71.28042092,2959.965619,35.40014489,169.3488317,,,12961.56658,448266.0267,,3327.818527,452.9915209,15726.42704,2840.181001,4630.836626,2059.814914,,228.0474413,1754.320203,935.2934153,14.57599008,,,276.8710246,40.36772896,19.64209762,108.1200207,,,32578.74878,45434.9261,,21543.49194,35.99913575,12455.39602,,,1349.954148,24159.29209,90.62884689,4953.794643,1331.656388,,385.5678909,171.8529378,2849.258727,100.6037697,1761.78731,488.8739738,2082.957109,7501.260063,4001.423732,,,,14200.57163,41.17052905,1866.184416,119.3428535,,,74.62081889,,761.8011278,2262.275109,2671.919294,,122.8482876,,1205.628792,,84.33747628,298.7944307,,122.3597333,5807.310989,2236.000026,1121.483608,1167.969133,467.8773503,,,136.514904,141.7023009,163.405288,64.87308353,24.57114186,15539.14366,966.4588364,,,3322.834253,5722.113221,705.3518278,4270.911803,2799.253712,47072.62421,44593.17282,7363.977711,0,1129.938093,31299.69413,223.8522132,45.97884343,10467.0493,4675.520717,3659.690195,16819.00936,5988.354873,5733.414213,44126.64809,,455.5557151,2964.484964,5544.884476,,12092.63653,930.8926882,4320.785584,1153.019779,1985.110112,,32091.12385,,11970.45428,8296.511714,2201.03997,
1999,,,2203.859088,1178.366092,1703.281611,324.2753234,,5807.332623,30.90614524,276.26168,67.78023621,87.17499749,242.1421973,7.51301565,,39.25943984,,78.79672772,,45.74113857,,1631.871391,1544.322606,,2.659175465,51.9226136,93.71567747,,549.9291216,48.93781826,,87.01687276,13.31010428,70.81732183,48.03775237,15.88232593,65.76484912,162.5604773,38.59274333,1218.572367,101.8389894,115.9615626,12.30353483,,,2151.852153,,1083.078402,43.61712793,156.0858628,,205.3818254,131.7454373,180.1686689,,,,0,,255.0987479,182.7289591,342.3295848,0,,68.07931497,3114.262192,36.410647,179.4858075,,,13521.11408,449369.1382,,3429.531515,361.5167538,16110.31436,2938.426679,4927.434966,1576.226801,,204.5304676,1701.320559,960.2597192,12.66256547,,,231.4407495,48.89238968,16.43022947,116.9489382,50.71215198,,39635.01073,45198.30656,,20965.57971,36.79611966,12433.91394,,,1399.370811,28076.63554,97.99372696,5002.77844,1199.378946,,344.6820576,177.8046102,2165.016612,44.35428192,2383.532713,484.1926749,2056.496253,7641.483256,3555.698326,,,,14895.27475,42.17413454,1891.53143,92.37621159,,,86.41917334,,863.8395973,1764.250031,2897.167178,,152.7533358,,1377.913351,,109.6194266,228.5285912,,108.5890335,5717.712365,2017.939546,1051.147646,1020.420362,440.1134475,,,146.9132381,184.9570344,163.5262938,49.94708537,19.50191131,17256.51442,903.9993798,,,3390.759132,5796.671209,436.2067498,4244.83396,2438.762475,47468.60488,45494.66983,7709.652426,0,1168.895681,32524.04713,227.2921253,44.48749129,10981.12986,4698.90688,3849.722307,18482.86315,6215.010067,5306.955282,43891.4719,,509.8807517,2974.331787,5608.29334,,11836.98562,954.1981955,4198.327806,1367.829511,2008.325341,,28562.36608,,13217.16892,8577.18909,2386.217014,
2000,,,2557.290856,1261.194351,1288.971539,338.8175775,,2690.084471,27.87427114,305.6985111,69.0452255,74.97470347,235.1874341,12.1060906,,44.55598736,,62.03795098,,43.58063409,,1357.861324,1392.93113,171.565223,2.794713631,72.75369852,92.01611901,17.64226655,590.3407543,46.96300821,,87.82422141,11.29553513,82.12761062,62.87943701,16.44718122,68.12636056,146.3654227,36.98773007,941.0180966,86.76301506,106.043148,11.52890103,26.07516887,,2525.614745,,1395.244905,41.79392533,166.4497367,,198.6668692,,226.7255855,,,9.773641881,0,,341.9351298,171.8609094,433.0740151,0,97.50060701,66.88883249,3214.503661,41.81292811,0,,,13299.64807,466758.7878,,3266.833453,360.3794369,17450.88656,3089.639843,5000.977286,722.3440105,22.27216521,198.4245646,1554.67273,946.8570171,15.5353251,,,242.5316607,56.16638626,14.19911685,,43.63634472,,43072.43719,45435.31993,,22255.48353,46.77703859,10929.68077,,,1461.06333,28971.68661,107.7491571,5013.491804,1604.447106,,326.2209668,166.1221787,2227.561151,35.11861498,2163.841767,652.9613249,2172.792727,7390.595147,3395.294662,,,,14854.62616,60.66528124,1899.624237,81.46392049,,,95.58393251,,890.488997,1250.176141,2991.438807,,180.1552624,,1520.621262,,136.9388268,298.4829114,,124.3709637,5557.516007,1920.789521,1520.825413,1060.638394,400.5343199,,,148.9215827,196.1606335,181.0895511,34.07386878,14.9237485,23283.02341,1041.829077,,,3472.578057,5796.263461,465.5719465,4106.174477,2578.375319,46931.67825,44776.91826,8137.086047,0,1199.256608,34693.3935,232.0573677,43.24381568,10543.43659,4542.895924,3964.482261,19101.84924,6353.793182,5227.725593,44862.27883,,506.00382,3179.578304,6174.523805,,12545.72766,979.9951304,4901.676252,1538.411143,2391.731208,,31480.06138,,12791.26571,11747.47474,2839.452444,
2001,,,2798.984141,1233.844527,2332.069832,352.1358325,,1620.979939,24.96478042,373.9829086,68.02003759,99.41048049,234.2846517,8.225482871,,50.05835024,115.5132081,,,42.86484479,,1005.015253,885.0022092,170.5587883,2.422833631,45.75221313,186.0594304,11.40169305,679.3593305,49.34377421,,109.1451973,12.07052028,82.59667764,87.94908597,16.60968178,77.65676812,172.5206155,45.26230474,1340.22938,88.5231419,117.1281609,11.95189419,30.96828972,,2823.951433,,884.6059766,39.32782057,193.4467407,,200.6325289,,298.8837193,,,10.12230097,0,,401.9470865,226.1031457,509.3724642,0,111.2366617,71.20900625,3180.918313,38.03877313,0,33.78522773,,13652.23911,470549.6394,,3218.111059,403.4278013,20212.96911,3159.266438,5500.166774,757.4065372,25.44498676,180.4096247,1518.831432,939.5396612,15.70369509,,,356.595726,45.87556511,14.09679834,,37.60059224,,51979.69881,46230.70821,,22892.04128,42.76407687,10731.65101,,,1459.907489,29980.7336,139.3591397,5363.278847,1339.454736,,300.4098321,149.0063786,1980.431975,33.89863264,2692.102579,585.2231877,2049.394907,7567.311159,3393.432089,,,,15442.71467,63.7244282,1856.407847,68.15644141,,,108.6157833,,986.2046539,1158.202663,2877.865991,,210.2198876,,1670.216698,,171.8864859,349.9826993,,395.5463281,5731.346799,2014.445246,1210.931294,1194.689077,491.866265,,,144.6025039,221.8768672,225.6244124,43.23969668,16.47430218,25161.98014,978.6878164,,,3235.63537,5541.440464,549.7088657,4360.514515,2456.938002,46786.99394,44040.96565,7957.910657,0,1301.262051,34123.65627,290.9846091,46.15801354,10821.15192,4572.775328,4124.757283,18889.85685,6028.766254,5105.377561,46541.33418,,531.1588264,3837.235896,6873.553193,,13071.40557,962.1603138,4817.327212,1591.435986,2782.412894,,33531.14197,,11726.02217,11276.06409,3017.512902,
2002,,,2860.234854,1585.728168,2218.821215,348.6290491,,1661.588564,45.9242604,398.6007542,72.98224439,95.31431493,253.7857238,7.481538089,36.05438808,59.2367523,136.6462139,,,54.37430711,,960.6917381,735.5525225,170.4962454,2.607408421,50.38200001,204.6836066,10.80001412,731.2122183,37.75425247,,86.25422608,13.05310811,82.22428127,62.96321119,16.99247151,80.40121288,170.4204307,34.89460112,2023.073232,83.69392811,117.4650892,11.80216231,30.81706352,,3094.317446,,1037.773999,40.0848544,189.1712912,,215.1419997,,1076.603636,,,10.403432,0,,372.4249381,238.2407537,377.3558418,0,110.8323066,85.8859131,3074.784948,48.27564525,0,45.45377114,,13721.50195,528337.3471,,2742.421822,377.4200948,20482.81391,3144.078124,5775.234324,885.5200104,28.48875063,173.9899503,1411.449274,866.0123446,11.53384489,,,390.8381163,50.88018184,30.02532598,,31.99747504,,60368.85962,46460.97191,,23522.88955,46.86107786,10378.55347,,,1416.354189,29887.93589,185.5177811,5767.727643,1108.200678,,319.3570849,132.6659329,2393.856742,31.29417014,3059.053489,426.1859903,2157.555341,7978.113545,3424.910695,,,,16106.72156,57.23149938,1786.061722,47.27316337,,,108.4638711,391.0767301,995.0985715,1252.972262,3071.929265,,251.0010405,,1823.918356,,281.0286796,348.8957883,,171.7683864,5829.806882,2003.57968,1339.410847,1212.868275,545.460682,,,143.0195761,238.9063934,234.5529699,61.84158653,19.31648679,27874.24506,1132.780426,,,3178.815758,5373.332865,375.7965315,4308.345264,2505.410511,47748.28057,44160.76299,7806.222891,0,1249.660062,35056.33562,259.4167667,45.58257077,10809.36878,5495.187267,4237.338692,17509.71552,5868.445866,4886.787185,49427.37714,,636.7519616,4332.374491,7398.598605,,13076.5339,932.2435425,4971.040871,1480.578437,2864.679338,1427.512417,29432.10124,,12476.46603,10117.60898,3821.717155,
2003,,,2798.591002,1973.698413,2350.273042,362.7826584,,2194.260604,50.13296739,384.5173382,71.28533573,96.85861176,272.2321079,7.886414927,40.59296234,60.04116283,152.0897988,99.93490499,300.9889106,66.97643111,,937.8223493,626.4218197,159.1880021,2.822042586,62.64533674,158.8479106,11.00780387,738.2544063,35.54874028,,99.87203339,13.40195103,94.00736227,99.76281397,17.43969268,79.5072032,167.9443014,35.2208862,1245.326841,77.89126261,127.6486589,11.77838006,33.62857936,,3062.857408,,784.5287205,46.6821986,171.7436648,48.83575188,231.7533785,,338.7983045,,,11.07293001,0,,277.6418843,182.6531942,409.5177346,0,140.4053325,89.67600267,3066.789352,49.25265872,0,76.34528232,,13974.13038,601335.1555,,2824.71645,421.7460692,16340.25173,3566.498434,6066.690269,1200.636762,26.83020493,155.5455474,1449.312159,753.6784109,11.22959312,,,462.6489443,57.76576394,38.87141858,,33.86003362,,65247.61994,46519.78881,,24322.61447,44.30171243,10279.45459,,,1420.743647,30555.25766,206.8079818,6163.415068,996.6124344,,333.3392514,137.9165656,3218.906685,27.42689421,3896.468168,634.1366437,2404.294003,8056.746528,3389.373308,,1781.583739,,16406.66015,57.45842563,1829.215288,42.76532588,,,121.8477548,272.2012758,1012.304006,1014.018773,3336.067481,,290.1234665,,1968.621152,,324.2215491,341.2641534,,156.6435458,6066.05594,2066.703081,1173.683589,1286.380846,568.0962135,,,164.7014322,297.9498543,237.0804501,75.22638375,20.99151137,29227.17909,1365.47523,,,3310.492452,5431.643222,363.7129387,4182.262524,3181.020165,49188.59823,43557.26247,6687.726097,0,1197.986364,35341.43535,274.4800449,47.03004431,10965.53289,5283.171133,4090.939795,17770.73487,5825.740724,4759.606301,52974.69187,,728.0967481,4426.864885,8635.231945,,12861.25581,1075.462525,5357.222678,1487.6938,3012.323781,1439.239776,29641.33,,11602.62945,10692.26745,3943.458259,
2004,,,3183.245751,2577.33348,2284.31377,369.3412752,,2088.585272,54.63708332,355.6232403,84.1878303,94.10976496,289.5757784,8.152225021,37.88811726,71.16845868,178.8905689,165.5907854,317.5115159,58.09169472,,,679.4853137,166.3420454,2.514345495,61.0950708,147.21691,,728.4678373,33.15343816,14.20314168,99.35252118,22.50782621,102.2653931,102.6189206,16.49336514,87.05060485,177.6597197,41.02437694,1213.209431,67.9626539,128.1815486,15.02972957,27.3146465,,3170.678375,,2228.649954,51.53147366,175.193983,49.43872916,264.9675045,172.5358613,208.5562347,,,11.91657845,0,,245.608168,176.8019329,244.8226092,0,100.4366792,83.23060802,2954.556514,44.27422376,0,165.6763157,,14503.03567,655407.2824,,2906.722275,407.4596414,16978.24949,4043.188215,6475.399126,1122.733717,35.50188978,184.4112055,1419.257509,728.0462505,15.91984445,,,528.6442649,61.92364558,45.62128399,,,,72192.47144,46333.92499,,25391.14757,48.2521355,10297.41326,,191.1158315,1447.669854,35492.72569,246.9674121,6416.72376,1110.43666,,262.8020136,137.5059328,3598.74957,25.95973641,3763.974988,708.0720059,2265.439944,8209.059628,3156.448044,,1824.354933,,17083.09363,64.09821683,1777.30564,47.88524776,,,133.1746488,244.0621483,945.9422773,921.2778953,3202.96505,,306.0236531,,1822.833226,,349.9810071,393.6906469,,167.1275703,6353.902662,2222.454362,1084.357428,1194.995361,602.5439334,,,181.7365374,361.1790829,286.9404008,105.0172053,18.7569686,30548.68312,1494.787269,,,3316.330071,5318.517135,377.8946507,4206.337835,3373.264144,50531.50311,42222.87848,7352.796178,0,1216.338042,35457.19766,288.3366895,49.64385622,11045.15327,5417.119868,4344.649353,18575.30437,5482.620526,4671.306124,53568.01213,,733.3596823,4188.257842,11158.93476,2109.245367,13297.03237,997.7890058,5766.115822,1512.636835,3390.943572,1326.566529,32891.55194,,10782.34056,11892.61183,3216.109706,
2005,,,3332.493077,2538.877242,2370.568785,397.337626,,2959.143218,55.40049456,322.2651441,88.80231565,90.1625905,285.9549256,8.897454115,37.48161131,72.31299619,140.6612614,194.3587579,304.0203802,67.64146464,,,681.9482344,151.1732569,3.527156163,60.91351508,,15.47182284,768.4095812,33.79837208,33.37043311,89.21530923,36.89484396,107.1611191,86.86873138,16.78366503,66.97928666,196.6730601,39.42420512,1071.199062,65.74829019,145.5432903,13.77241106,26.74710353,,3520.0771,,1821.409334,67.4444603,189.0198654,46.64927288,265.645647,193.1905715,156.2652517,,,12.98122342,0,92.17674252,304.1862118,175.3447973,195.9982774,0,98.67623684,80.07733211,3002.162272,44.35848785,0,199.698713,,15140.88278,685594.6244,,3053.242819,393.8173365,18370.33119,4156.959799,6592.394389,1473.105608,27.98264464,163.7436064,1759.678187,737.436284,27.90979863,,,666.3342567,60.86982051,,,,,79912.32681,46250.14129,,27461.19191,46.74288187,9907.513349,,172.1026563,1467.545107,37772.18603,273.0772273,6678.549764,1027.546777,,318.6879365,135.063749,3125.661326,25.37845762,4026.271897,716.1716184,2308.352412,8720.414834,3209.294527,16.02519088,1903.367234,,17679.69081,56.28567615,1756.012288,56.4927786,,,137.9596686,203.7533411,967.7843351,961.270688,3501.90619,,293.1068901,,1804.447644,,407.2627601,429.172795,81.66981999,155.7111995,6787.039394,2350.267319,908.7773966,1295.008465,614.2269865,,,222.3430943,422.6793197,373.4203425,278.9246075,21.83441894,34715.81847,1611.311666,,,3245.101861,5124.848242,410.6101694,4007.732048,3470.334781,49495.73789,41566.09473,7950.917655,0,1232.046621,34112.78142,291.7577777,62.63378514,11064.58772,5096.663534,4606.129267,18806.57611,5553.908722,4598.119918,53995.09336,,689.8511163,4180.085073,13269.30218,2847.108377,13623.0887,991.9169248,5580.294562,1536.274925,4085.633411,1400.844041,39719.61102,,10392.2276,10849.42568,3306.030612,
